location_type,family_income,financial_aid_status,distance_to_institute,internet_connectivity_issues,motivation_score,career_alignment,stress_levels,family_support,attendance_rate,test_scores_avg,backlogs,teaching_quality_rating,dropout
Rural,8327.0,1,24.61,0,4,2,3,1,85.4,94.3,0,6,1
Rural,8770.0,1,12.87,0,4,1,1,3,59.1,72.7,1,5,0
Urban,11195.0,1,8.0,0,10,3,1,3,74.9,72.1,0,7,0
Rural,20250.0,2,24.9,1,8,2,2,3,61.8,62.6,0,5,0
Semi-urban,11857.0,0,13.2,2,5,1,3,2,84.7,64.2,1,4,1
Semi-urban,7956.0,0,29.6,0,7,2,3,2,78.9,40.2,0,7,0
Rural,6134.0,1,3.68,0,6,2,2,2,22.5,73.0,3,9,1
Urban,10172.0,0,19.6,0,9,2,2,3,86.5,77.1,0,4,0
Rural,13157.0,2,3.22,2,4,1,1,1,93.6,88.9,6,6,1
Urban,37123.0,1,0.9,1,10,3,2,3,74.3,51.2,1,7,0
Urban,24645.0,1,13.5,2,5,1,3,2,62.2,52.0,1,5,1
Semi-urban,21457.0,1,0.5,1,5,3,2,2,20.5,44.4,1,10,0
Urban,10480.0,0,0.5,2,7,2,3,3,56.7,78.0,1,7,0
Urban,7852.0,0,21.7,1,1,1,3,1,60.6,66.3,0,9,1
Rural,5634.0,1,0.76,2,6,2,3,2,34.2,36.1,0,7,1
Rural,10972.0,0,0.74,2,6,2,2,2,82.0,65.4,0,8,0
Urban,10378.0,1,4.7,0,10,3,1,2,92.8,79.5,1,6,0
Urban,9639.0,2,0.9,0,5,3,2,1,65.7,66.4,0,6,0
Semi-urban,11145.0,2,0.5,1,7,2,2,2,97.8,62.7,3,4,0
Rural,4538.0,1,1.98,2,5,1,3,2,52.5,39.8,0,8,1
Urban,7060.0,0,6.6,1,5,2,3,1,17.4,35.0,1,7,1
Semi-urban,2919.0,2,36.3,2,8,2,1,3,10.0,39.0,1,6,1
Urban,8592.0,0,4.7,0,2,1,2,1,80.5,95.2,0,7,0
Rural,16625.0,1,6.18,2,5,2,3,2,48.8,61.0,9,6,1
Rural,3464.0,1,23.36,2,10,3,3,2,52.3,69.9,1,10,0
Rural,6651.0,0,0.73,0,6,2,3,3,64.7,73.7,0,10,0
Semi-urban,8177.0,1,10.4,0,2,1,3,1,60.2,53.9,2,6,1
Semi-urban,10790.0,0,10.9,1,6,2,2,2,84.8,55.8,0,7,0
Semi-urban,27774.0,1,2.5,1,6,2,2,2,78.6,100.0,0,9,0
Urban,6655.0,0,11.7,0,5,2,2,2,66.0,88.4,2,7,0
Semi-urban,7138.0,2,12.4,0,6,1,1,3,15.0,78.3,7,5,1
Rural,46066.0,0,22.49,0,5,2,2,2,56.3,76.9,1,8,0
Rural,3633.0,1,5.36,1,9,3,1,2,39.3,76.2,2,6,0
Semi-urban,9436.0,1,9.5,1,8,2,3,2,62.7,64.9,0,9,0
Rural,5234.0,2,22.24,1,9,3,2,1,56.9,38.8,1,10,0
Semi-urban,2429.0,0,15.9,0,6,3,3,3,43.4,40.2,0,4,1
Semi-urban,5176.0,2,0.5,1,6,3,1,2,79.7,67.5,0,6,0
Rural,7791.0,2,6.94,1,8,3,1,2,83.0,56.1,0,6,0
Semi-urban,6058.0,0,0.5,1,5,1,1,3,54.8,56.7,1,8,0
Rural,2000.0,1,1.16,0,4,1,2,2,28.7,61.0,1,8,0
Urban,21207.0,1,15.6,0,6,2,1,2,67.7,74.9,0,6,0
Semi-urban,3900.0,2,7.6,1,8,3,1,1,49.1,66.1,2,6,0
Semi-urban,4535.0,0,12.3,0,5,1,2,3,81.6,86.8,0,8,0
Semi-urban,11107.0,2,2.5,0,5,2,1,2,86.0,100.0,0,8,0
Rural,4189.0,1,10.81,1,5,1,1,3,39.6,35.0,0,1,1
Urban,21614.0,1,0.8,1,9,2,2,2,43.9,49.4,6,4,1
Semi-urban,16762.0,1,8.4,1,7,2,2,2,92.4,69.2,0,6,0
Urban,6823.0,1,13.6,1,5,2,2,3,92.1,75.7,0,8,0
Urban,5528.0,0,7.6,0,4,2,2,1,43.0,74.3,1,8,0
Semi-urban,5154.0,2,11.0,1,6,2,3,2,44.7,53.7,7,3,1
Urban,23577.0,1,33.6,2,3,1,2,1,18.0,49.9,3,2,1
Rural,7248.0,1,19.75,0,9,2,1,2,61.9,35.5,0,5,0
Rural,10851.0,2,3.94,0,4,3,3,1,59.9,48.8,7,7,1
Urban,13977.0,2,7.0,1,8,2,1,2,68.6,65.7,0,4,0
Urban,30270.0,0,0.5,2,4,2,2,1,66.4,72.6,1,6,0
Semi-urban,20336.0,1,3.1,1,6,2,1,3,85.0,74.6,3,7,0
Semi-urban,8549.0,0,5.6,2,9,2,2,3,75.4,69.2,5,5,1
Urban,10208.0,0,5.3,1,6,2,1,3,71.7,72.4,0,7,0
Semi-urban,13720.0,1,4.9,1,5,2,3,3,58.8,83.5,0,7,0
Urban,35348.0,1,5.5,0,5,2,3,1,94.5,100.0,0,8,0
Rural,7483.0,1,12.38,2,5,2,2,2,40.5,79.8,1,7,0
Urban,14248.0,1,26.2,0,4,3,1,2,82.4,92.1,0,6,0
Semi-urban,4461.0,0,9.2,1,7,2,3,1,46.8,50.5,0,10,1
Urban,26946.0,0,3.0,2,8,2,2,2,69.1,62.9,3,8,0
Semi-urban,10258.0,1,3.2,0,2,1,3,1,73.3,85.9,0,6,0
Urban,22870.0,1,9.7,1,6,1,2,2,42.0,50.2,3,3,1
Rural,11055.0,1,39.36,1,7,2,1,2,34.5,49.7,4,10,1
Rural,19392.0,1,1.62,1,6,2,2,2,67.0,70.1,0,8,0
Semi-urban,34410.0,1,1.4,1,7,2,2,2,81.5,35.0,0,6,0
Rural,9639.0,0,11.39,1,10,2,1,3,71.9,38.7,1,8,0
Urban,6448.0,0,8.2,1,4,1,2,2,70.1,70.1,0,7,0
Urban,21365.0,0,39.9,0,5,1,1,2,82.5,94.2,0,6,0
Urban,18334.0,1,5.8,2,9,3,2,2,17.0,66.9,1,10,0
Urban,24834.0,0,2.6,1,8,2,3,2,68.0,79.7,0,7,0
Urban,9857.0,0,3.5,2,5,2,3,1,53.6,44.2,1,8,1
Semi-urban,7310.0,1,18.0,2,2,1,1,1,52.8,49.5,2,6,1
Semi-urban,6260.0,0,12.2,0,4,1,2,3,74.1,82.9,6,9,1
Urban,15190.0,0,35.1,1,9,2,1,3,22.0,61.8,1,8,0
Semi-urban,20140.0,2,5.7,0,7,2,1,2,23.9,90.4,0,9,0
Rural,6353.0,1,19.93,2,8,2,1,3,55.1,59.5,4,6,1
Urban,40452.0,0,1.5,1,3,1,1,3,24.4,36.7,0,7,1
Rural,3142.0,0,13.35,2,2,1,3,1,67.9,44.5,0,6,1
Semi-urban,3661.0,0,1.4,2,2,2,3,1,55.7,64.9,4,4,1
Semi-urban,4151.0,1,0.5,1,5,2,2,2,68.3,38.5,0,8,0
Semi-urban,37662.0,1,9.0,0,5,1,3,2,73.1,68.1,2,5,0
Semi-urban,6862.0,0,10.2,0,9,2,1,3,76.7,55.6,5,3,1
Urban,4188.0,2,1.1,0,10,3,2,2,48.7,65.5,7,5,1
Rural,4460.0,1,1.17,0,4,3,3,2,49.9,37.3,0,9,1
Urban,41966.0,2,0.5,1,6,2,3,1,88.0,92.0,0,5,0
Semi-urban,8184.0,1,13.1,0,6,2,1,2,10.0,81.2,1,10,0
Urban,50000.0,1,13.3,1,9,2,1,3,44.9,83.1,4,9,0
Rural,2042.0,0,1.67,1,5,1,2,2,75.4,69.2,2,7,1
Semi-urban,3781.0,1,0.8,0,4,2,2,2,18.3,57.5,0,6,0
Urban,6066.0,2,0.6,2,4,2,3,1,47.7,56.6,1,7,0
Rural,8297.0,1,0.88,1,2,2,3,1,63.8,73.8,0,8,1
Semi-urban,11109.0,0,1.2,0,6,1,1,3,86.1,81.1,0,6,0
Rural,15431.0,0,0.67,0,3,1,2,2,15.3,74.3,1,10,1
Rural,4036.0,1,17.6,0,3,1,3,1,38.0,64.2,1,6,1
Semi-urban,6572.0,0,1.3,2,4,2,3,2,58.9,35.0,0,6,1
Semi-urban,6446.0,0,1.2,0,3,3,2,1,10.0,63.6,1,7,1
Urban,21211.0,2,1.2,0,7,3,2,2,60.0,54.3,1,8,0
Rural,8391.0,1,0.74,0,9,2,2,3,52.1,86.9,1,8,0
Semi-urban,8239.0,0,13.5,1,9,3,2,3,59.4,46.6,7,8,1
Semi-urban,12479.0,0,4.6,1,7,2,2,3,53.9,79.8,2,5,0
Semi-urban,2000.0,1,1.0,1,6,3,3,1,62.0,66.8,0,8,0
Semi-urban,3770.0,0,3.8,0,8,3,1,3,69.5,52.6,3,7,0
Semi-urban,2692.0,0,33.4,2,7,2,1,3,14.7,68.1,2,10,0
Semi-urban,4263.0,2,11.8,2,8,3,1,3,52.3,54.9,1,5,0
Urban,17082.0,0,3.1,1,3,1,3,1,61.0,86.3,0,6,1
Rural,6147.0,0,6.72,0,6,2,2,2,66.6,44.8,0,6,0
Urban,12108.0,0,0.7,2,6,2,3,1,54.6,35.0,1,3,1
Semi-urban,7053.0,1,5.2,0,8,2,2,3,78.2,73.3,0,7,0
Rural,33600.0,1,24.98,0,5,2,1,1,88.8,100.0,1,8,0
Semi-urban,12945.0,0,6.7,1,4,2,2,1,61.4,63.2,0,4,0
Urban,8173.0,1,1.1,2,8,2,1,3,82.5,51.5,0,3,0
Urban,12596.0,1,4.1,0,5,2,1,3,31.8,79.2,3,8,0
Urban,29842.0,0,10.4,0,3,1,2,3,52.0,45.3,0,4,0
Urban,21530.0,2,1.9,1,9,2,1,2,33.2,46.2,3,5,1
Urban,14429.0,1,12.0,1,6,2,2,3,73.2,99.6,0,8,0
Rural,3975.0,1,29.9,2,7,2,1,3,69.4,49.4,5,4,1
Urban,27892.0,2,4.7,2,5,3,1,2,48.0,35.0,1,5,1
Urban,4659.0,2,12.3,2,2,1,2,2,56.6,46.2,0,6,1
Urban,50000.0,0,19.3,0,7,2,2,3,82.6,93.1,9,7,1
Urban,20476.0,0,2.3,2,4,1,2,2,86.7,67.3,0,3,0
Semi-urban,22376.0,2,3.3,1,8,2,1,2,50.8,36.9,1,9,0
Semi-urban,4801.0,1,2.7,0,5,1,1,3,79.5,90.1,1,5,0
Urban,29641.0,0,21.4,0,4,2,3,2,44.1,63.8,1,6,1
Semi-urban,24642.0,1,4.1,0,2,1,2,1,67.4,63.0,0,6,0
Urban,18270.0,0,1.5,1,4,2,1,3,65.3,99.4,0,8,0
Urban,16213.0,0,14.4,1,10,3,2,2,25.7,46.7,7,6,1
Urban,20067.0,0,5.8,1,7,3,3,2,65.0,37.5,0,7,0
Urban,13782.0,1,4.2,1,4,2,3,1,71.8,78.1,1,7,0
Semi-urban,43026.0,1,0.5,0,3,2,2,1,85.3,95.8,0,8,0
Rural,4610.0,0,38.11,0,5,1,1,2,23.4,56.7,1,7,1
Urban,5434.0,1,8.0,2,5,1,1,3,98.1,59.1,0,9,0
Urban,11551.0,0,29.1,1,8,2,1,2,32.8,45.2,3,6,1
Rural,20176.0,1,9.65,1,3,1,2,2,97.3,44.4,0,10,0
Semi-urban,10444.0,1,15.2,1,5,2,1,2,26.4,63.6,4,5,1
Semi-urban,15593.0,0,2.2,2,9,3,3,2,49.6,36.2,1,3,1
Rural,10810.0,0,3.57,1,9,3,3,2,77.7,70.8,0,8,0
Urban,10546.0,2,11.5,0,8,2,1,2,54.9,66.8,0,8,0
Urban,15392.0,0,3.4,1,6,1,3,2,81.7,77.9,4,7,1
Urban,7587.0,2,11.0,1,8,3,3,1,23.6,54.3,2,8,0
Rural,4996.0,0,5.82,1,8,3,3,2,96.7,52.0,4,9,1
Rural,6391.0,1,3.01,1,5,1,2,2,35.9,81.3,4,8,1
Rural,3293.0,0,12.88,1,5,1,2,2,74.1,58.6,0,7,1
Rural,24094.0,0,2.01,0,4,3,3,2,15.3,56.5,1,8,1
Semi-urban,16971.0,1,9.2,2,4,1,1,2,71.1,42.1,5,5,1
Semi-urban,12021.0,2,8.0,1,7,2,1,3,43.3,36.0,1,6,0
Semi-urban,18278.0,1,9.2,0,9,2,1,2,58.9,53.9,8,8,1
Rural,4248.0,0,12.94,1,6,3,2,1,18.5,35.0,0,7,1
Urban,9156.0,2,13.6,0,6,2,3,2,29.6,65.5,0,8,0
Rural,6598.0,1,35.89,2,10,2,2,3,48.6,76.3,2,7,1
Urban,50000.0,2,1.5,0,3,1,2,2,57.2,60.6,1,6,0
Rural,6719.0,1,5.91,2,9,2,2,2,48.5,55.6,0,6,1
Semi-urban,3094.0,0,0.7,1,9,3,3,2,10.0,81.1,2,6,0
Semi-urban,41081.0,0,0.7,1,3,2,1,3,36.2,49.9,1,8,0
Urban,18078.0,0,0.6,1,4,1,3,3,41.6,69.7,1,9,0
Rural,5479.0,1,6.55,2,3,2,3,1,87.1,90.4,0,8,1
Rural,5217.0,1,50.0,2,10,3,2,2,75.6,47.4,0,9,0
Semi-urban,8885.0,2,5.8,1,3,2,3,1,66.6,90.3,0,8,0
Semi-urban,9868.0,1,8.6,0,5,2,3,1,50.2,87.0,3,9,1
Rural,6987.0,1,2.61,1,6,3,3,1,55.4,54.8,0,5,1
Semi-urban,12262.0,0,4.4,0,2,1,3,2,84.3,78.0,0,8,1
Rural,11509.0,2,4.72,0,7,2,2,3,67.6,35.0,0,4,0
Semi-urban,17091.0,0,8.4,0,8,3,1,2,35.1,65.9,1,7,0
Rural,10057.0,0,0.66,0,2,2,3,1,47.5,35.0,1,2,1
Urban,20932.0,1,0.5,0,2,1,1,3,73.3,93.5,0,7,0
Urban,15171.0,1,2.1,1,7,2,1,2,69.4,52.7,0,5,0
Urban,16273.0,0,7.2,0,6,2,1,2,75.4,67.4,0,6,0
Rural,4925.0,2,4.54,1,4,2,2,2,60.2,77.7,0,7,0
Semi-urban,25502.0,0,2.3,0,4,3,2,3,62.9,47.4,8,5,1
Semi-urban,9617.0,1,0.5,0,4,1,2,2,82.5,94.4,0,6,0
Urban,30409.0,1,7.4,0,7,2,2,3,73.7,65.4,0,6,0
Semi-urban,10247.0,0,18.1,1,6,3,3,2,30.0,81.2,5,9,1
Urban,10238.0,1,6.6,1,6,2,3,2,87.5,59.9,0,6,0
Semi-urban,4533.0,0,11.1,1,6,2,1,2,78.3,61.0,3,5,0
Semi-urban,5079.0,0,7.4,0,10,3,2,1,58.1,76.8,1,10,0
Semi-urban,16951.0,0,7.8,1,8,3,2,2,21.9,78.2,2,6,0
Urban,25855.0,1,22.0,1,8,2,1,2,64.5,68.8,0,8,0
Rural,19165.0,0,6.94,0,6,3,3,1,89.0,88.5,1,10,0
Rural,21290.0,0,11.53,0,6,1,2,3,12.3,68.4,1,8,0
Urban,39067.0,0,11.1,0,2,2,3,1,16.7,42.4,1,10,1
Rural,13707.0,2,0.89,0,2,1,3,1,66.7,43.5,1,8,1
Rural,7019.0,0,16.88,0,7,3,3,1,51.7,68.5,1,9,0
Urban,8635.0,1,0.5,0,4,1,2,1,63.0,68.5,6,7,1
Semi-urban,25437.0,0,8.1,2,6,3,1,2,41.7,54.0,7,6,1
Urban,6395.0,0,7.4,1,10,3,2,2,48.4,41.6,1,7,0
Urban,7129.0,1,3.3,0,7,2,3,2,42.3,79.2,3,6,0
Rural,5428.0,2,1.27,0,7,3,2,2,10.6,63.2,2,5,0
Rural,4059.0,0,1.82,1,3,1,2,1,94.1,96.6,0,6,0
Rural,24622.0,1,28.58,0,7,3,3,2,38.0,42.6,2,7,1
Rural,11245.0,0,11.13,0,1,1,3,1,16.4,35.0,1,7,1
Urban,6453.0,1,9.7,0,6,3,3,2,64.8,59.4,0,7,0
Rural,3031.0,2,2.72,2,6,1,1,2,38.5,67.8,8,5,1
Semi-urban,7974.0,0,6.4,0,3,3,2,1,79.5,44.6,2,6,1
Rural,36977.0,1,15.31,0,4,1,2,2,58.4,64.0,0,7,0
Semi-urban,35191.0,0,18.8,0,6,3,3,1,62.3,79.2,0,7,0
Semi-urban,13781.0,1,21.9,1,6,2,3,1,11.3,35.0,0,7,1
Semi-urban,16807.0,0,0.7,0,6,2,2,2,78.4,48.0,0,7,0
Rural,25203.0,0,21.78,0,6,3,3,1,77.4,67.6,0,7,0
Rural,8072.0,0,30.69,1,10,3,2,2,53.9,64.1,1,7,0
Urban,37014.0,0,8.0,0,6,1,2,3,68.8,74.1,4,6,1
Urban,9188.0,1,0.5,1,10,3,1,3,75.8,35.0,0,4,0
Rural,6079.0,2,8.0,1,6,3,3,3,40.3,64.8,3,5,1
Semi-urban,8121.0,1,0.5,1,8,2,3,2,73.6,50.7,0,4,0
Semi-urban,7257.0,2,0.8,2,6,2,2,3,61.8,66.7,0,10,0
Semi-urban,16215.0,0,3.0,1,6,2,2,1,85.0,64.7,2,7,0
Rural,37418.0,1,9.85,2,6,1,3,2,90.5,76.3,0,8,0
Semi-urban,19738.0,2,11.0,0,8,3,2,2,84.6,35.0,0,4,0
Rural,24950.0,0,19.67,2,5,2,2,2,75.6,49.5,0,6,0
Semi-urban,27168.0,0,2.9,1,6,2,3,3,60.5,79.4,0,4,0
Rural,5554.0,0,0.68,2,5,3,3,1,50.5,38.0,2,7,1
Semi-urban,2464.0,0,6.6,1,4,1,3,2,55.9,78.8,0,7,1
Urban,31612.0,0,2.7,0,8,3,1,3,77.9,51.9,0,4,0
Semi-urban,7724.0,1,3.5,1,6,2,2,1,11.1,68.4,1,10,0
Semi-urban,10514.0,0,2.6,1,5,1,2,2,58.7,64.8,2,6,1
Rural,3846.0,0,29.55,0,10,2,2,3,20.7,84.0,1,6,0
Urban,10577.0,1,0.5,1,5,1,1,2,29.9,46.4,2,7,0
Urban,8425.0,1,1.8,2,5,2,2,2,76.7,55.2,0,6,0
Rural,5194.0,2,1.06,2,6,1,2,3,92.8,55.9,0,7,0
Urban,7078.0,0,14.7,1,6,2,3,1,43.4,52.1,4,3,1
Rural,5890.0,0,5.49,0,6,3,2,2,37.4,72.1,0,8,0
Rural,15055.0,1,11.52,2,5,2,2,2,14.9,48.2,1,9,0
Semi-urban,2000.0,1,3.5,2,6,2,2,1,90.1,100.0,4,10,1
Urban,11233.0,1,6.4,1,5,2,1,2,58.2,63.9,5,2,1
Rural,3228.0,1,4.3,2,4,1,1,2,76.9,54.3,0,4,0
Rural,4506.0,0,0.82,1,7,3,2,3,80.8,51.4,1,7,0
Rural,3608.0,1,1.2,2,4,1,1,3,56.2,64.1,1,5,0
Rural,29320.0,0,8.99,1,5,2,2,1,50.7,53.7,0,7,0
Rural,7750.0,1,18.46,0,7,2,1,2,50.5,50.4,1,6,0
Semi-urban,10506.0,1,3.2,0,4,1,1,2,12.7,60.0,7,10,1
Semi-urban,13813.0,0,8.7,1,7,3,1,1,44.6,40.2,1,8,0
Urban,34970.0,1,16.9,1,10,2,2,3,29.8,53.6,5,7,1
Semi-urban,11964.0,1,1.8,1,8,2,2,3,88.2,52.3,0,7,0
Semi-urban,19812.0,2,5.0,0,2,2,2,1,56.8,92.0,0,9,0
Semi-urban,5230.0,1,4.8,1,7,3,2,3,67.4,76.3,0,4,0
Urban,8343.0,1,10.8,1,3,1,2,3,74.8,35.0,0,7,0
Rural,10233.0,1,18.09,0,5,3,3,2,70.1,73.2,0,9,0
Semi-urban,23572.0,2,4.5,0,5,2,3,1,46.3,75.9,4,8,1
Urban,5542.0,2,1.4,0,9,3,3,1,85.6,92.5,0,4,0
Rural,18037.0,1,30.55,0,8,2,2,1,50.8,36.8,0,6,0
Rural,17225.0,0,0.89,1,7,2,3,1,19.2,35.0,1,6,1
Urban,16105.0,1,1.4,1,9,2,2,3,86.4,63.9,0,9,0
Semi-urban,29967.0,1,11.4,0,8,2,3,2,51.9,45.8,0,6,0
Semi-urban,21089.0,1,6.0,2,9,2,2,2,67.8,81.5,0,9,0
Urban,20495.0,1,11.3,1,7,2,2,2,69.4,67.6,7,5,1
Rural,14125.0,1,21.37,2,7,3,2,1,70.2,46.9,1,6,1
Semi-urban,19242.0,0,20.5,1,4,1,2,2,86.6,40.5,3,6,1
Urban,3538.0,0,0.6,1,5,2,3,3,55.4,93.8,0,7,0
Rural,7268.0,0,7.73,0,4,2,3,3,96.9,58.2,4,3,1
Semi-urban,11640.0,0,1.8,0,4,2,3,1,50.7,51.7,0,6,1
Urban,27162.0,0,9.1,0,10,3,3,2,22.4,71.5,0,7,0
Rural,22316.0,1,2.44,1,7,2,1,3,71.5,55.5,6,7,1
Semi-urban,10777.0,0,0.8,0,2,1,2,1,58.8,94.0,3,8,1
Semi-urban,25403.0,1,2.7,1,4,2,3,2,26.6,74.1,0,7,0
Urban,4894.0,1,1.7,0,4,2,3,1,22.4,47.0,1,7,1
Urban,10966.0,2,5.1,1,9,2,2,3,35.8,58.2,1,4,0
Rural,4268.0,1,14.49,1,4,1,3,3,65.8,92.3,0,10,0
Urban,33339.0,2,2.9,1,6,3,2,2,43.2,69.0,0,7,0
Urban,10404.0,1,19.6,2,2,1,3,2,53.7,52.8,0,8,1
Urban,30978.0,0,3.3,2,6,2,1,3,43.9,41.0,0,7,0
Rural,9622.0,0,26.55,1,3,2,1,3,58.6,37.8,1,7,1
Rural,7358.0,2,6.44,2,6,3,2,1,65.8,46.2,1,4,0
Urban,11201.0,2,0.5,1,9,3,2,3,45.7,69.4,4,7,0
Semi-urban,10692.0,1,0.8,1,5,2,1,1,64.0,51.9,7,5,1
Rural,12346.0,1,1.5,2,9,3,3,2,11.0,57.4,1,8,0
Semi-urban,4488.0,0,10.4,0,7,2,3,2,66.1,62.8,0,9,0
Urban,12382.0,1,11.2,2,9,2,1,2,29.7,45.8,1,3,0
Urban,6159.0,0,3.0,0,2,1,3,1,62.2,36.1,0,7,1
Rural,16317.0,1,5.42,1,10,2,1,3,66.3,83.6,0,5,0
Urban,11919.0,2,3.9,2,10,3,2,3,71.1,57.6,0,6,0
Urban,11606.0,0,10.5,2,5,1,2,2,14.8,49.9,1,8,1
Urban,6804.0,0,1.0,0,4,1,3,2,63.7,47.4,0,4,1
Rural,6661.0,1,21.37,1,7,2,1,3,77.2,60.4,0,6,0
Urban,4780.0,1,2.1,0,6,2,1,2,41.3,61.8,1,10,0
Urban,22805.0,2,2.6,0,3,1,2,1,83.0,88.9,0,6,0
Semi-urban,7609.0,0,6.5,1,9,3,2,3,69.8,65.5,0,8,0
Rural,2000.0,1,5.21,1,7,3,3,1,80.7,51.4,0,6,0
Urban,8970.0,0,3.8,0,7,2,1,2,85.0,70.3,5,6,0
Urban,10457.0,1,8.4,0,5,2,2,2,23.9,39.4,0,7,0
Urban,19080.0,2,9.2,1,3,3,3,1,66.6,72.4,0,7,0
Urban,12542.0,1,2.9,2,8,2,3,2,64.7,61.7,5,7,1
Urban,26964.0,0,12.5,1,7,3,3,2,48.5,55.0,1,8,0
Rural,2156.0,0,14.27,0,7,2,1,2,81.1,76.7,0,3,0
Rural,8713.0,1,1.29,0,5,2,2,2,68.5,61.7,0,9,0
Urban,40047.0,0,3.4,0,9,2,2,2,32.0,80.9,1,7,0
Urban,45866.0,0,8.1,2,9,3,2,2,83.9,61.0,0,4,0
Urban,17788.0,1,18.6,1,6,2,3,1,96.2,83.1,2,7,0
Semi-urban,8712.0,1,6.7,0,9,3,1,2,37.2,73.3,1,6,0
Urban,4720.0,1,2.9,0,7,3,1,2,67.4,40.4,0,6,0
Urban,29236.0,1,5.1,1,2,1,2,1,35.0,59.6,0,7,0
Urban,25257.0,0,3.8,1,10,3,2,2,93.0,48.8,2,7,0
Semi-urban,18608.0,1,1.3,1,7,3,2,3,93.9,77.7,1,7,0
Semi-urban,18535.0,2,24.6,0,9,3,1,2,62.4,59.8,0,10,0
Rural,10141.0,2,0.87,1,4,2,3,1,35.3,57.0,0,7,1
Semi-urban,4678.0,1,6.6,0,7,2,2,3,53.6,60.4,1,7,0
Rural,19744.0,1,7.68,0,9,2,3,3,90.2,82.2,0,4,0
Semi-urban,3901.0,1,7.9,2,3,2,3,1,74.7,50.9,3,8,1
Urban,35752.0,1,1.4,0,5,2,2,3,95.0,59.0,1,6,0
Semi-urban,13052.0,1,2.7,1,6,3,2,1,82.2,49.7,2,6,0
Semi-urban,17602.0,2,8.5,1,4,2,1,3,65.4,35.0,2,6,0
Semi-urban,12490.0,0,5.4,2,7,2,2,2,48.9,76.8,1,7,0
Rural,6660.0,2,50.0,1,6,3,3,1,33.7,45.9,1,7,1
Urban,14055.0,2,14.1,0,3,2,2,1,68.8,97.8,7,6,1
Rural,11028.0,1,2.25,0,4,3,3,3,61.3,88.3,0,5,0
Urban,12667.0,0,0.5,1,6,2,3,2,69.8,55.5,2,7,1
Urban,29392.0,0,7.0,1,6,2,1,3,96.4,58.8,3,10,0
Semi-urban,8378.0,0,10.7,1,8,2,2,2,44.2,69.5,0,6,0
Rural,4369.0,1,26.26,1,9,2,3,3,61.2,53.7,0,5,0
Urban,5931.0,0,12.8,1,3,2,1,3,14.4,49.1,1,6,1
Semi-urban,22891.0,0,21.6,0,10,3,1,3,84.3,43.8,0,6,0
Semi-urban,11519.0,2,3.3,1,5,2,3,3,46.8,45.0,0,10,1
Urban,9233.0,0,4.2,0,8,3,2,3,29.1,37.8,1,7,0
Semi-urban,14526.0,0,1.5,0,6,3,1,1,68.8,78.5,9,7,1
Urban,9259.0,2,5.3,0,5,2,2,2,11.6,66.7,6,6,1
Urban,50000.0,2,4.0,0,6,1,2,3,35.7,35.0,0,6,0
Urban,23016.0,1,3.6,1,4,2,3,1,18.5,40.2,0,4,0
Rural,3290.0,2,44.47,0,8,2,2,2,68.6,71.3,0,7,0
Urban,50000.0,0,5.1,0,3,1,1,2,76.0,49.4,2,6,1
Semi-urban,8650.0,0,2.0,0,3,2,2,1,44.8,100.0,1,10,1
Rural,19236.0,1,22.0,0,8,2,2,3,42.6,93.7,1,9,0
Semi-urban,29347.0,0,11.1,1,7,2,2,3,80.9,90.5,5,10,0
Semi-urban,13015.0,0,12.7,2,7,2,2,2,58.7,39.5,0,4,0
Rural,4042.0,1,12.12,0,3,1,2,2,82.4,43.5,0,5,0
Semi-urban,15445.0,2,5.4,0,5,3,2,1,25.0,55.9,1,5,0
Urban,9354.0,1,15.6,0,6,1,2,2,81.2,82.2,0,7,0
Rural,4984.0,2,12.94,0,6,2,1,3,39.8,68.2,0,5,0
Rural,30233.0,1,17.45,1,5,1,3,2,45.6,62.7,0,7,0
Semi-urban,2947.0,1,1.5,1,4,2,2,1,76.9,39.9,4,6,1
Rural,26282.0,1,50.0,0,4,2,3,1,49.6,80.4,1,8,0
Rural,5579.0,0,40.61,0,10,3,1,3,72.9,71.6,0,7,0
Rural,12567.0,2,3.04,1,5,2,2,2,19.5,42.5,4,8,1
Urban,12507.0,0,1.9,2,6,2,3,1,83.0,75.9,1,8,0
Rural,8790.0,1,9.07,1,9,3,1,2,44.0,54.9,2,9,1
Rural,25933.0,1,1.1,1,6,2,2,1,91.3,78.8,0,3,0
Semi-urban,11165.0,0,30.0,0,7,3,1,3,38.3,66.6,1,9,0
Urban,7604.0,2,6.9,2,3,3,3,1,70.1,36.0,0,6,0
Rural,17883.0,1,4.62,1,3,1,2,2,54.7,38.6,0,8,1
Urban,35450.0,0,12.1,0,4,1,2,2,10.0,54.8,5,10,1
Urban,9123.0,0,1.6,1,1,3,3,1,72.3,80.1,0,7,1
Rural,6793.0,2,6.1,0,6,3,1,2,84.1,53.2,9,5,1
Semi-urban,35828.0,2,7.4,1,5,2,3,3,62.5,56.0,0,8,0
Rural,12263.0,1,15.92,0,10,3,1,3,85.9,52.7,0,9,0
Urban,26592.0,0,29.2,2,5,1,2,2,43.2,51.1,0,4,1
Semi-urban,13995.0,1,7.4,0,7,2,1,2,74.9,42.8,1,7,0
Urban,30546.0,0,6.9,1,4,1,3,3,44.1,49.9,2,7,1
